LinearGeneral,[-1.32268888e-03  1.13268346e-03  2.25658709e-08]
LinearGeneral,13.194136434351474
SelfAttention,[-6.29663433e-03  1.16506927e-02  3.32942193e-08]
SelfAttention,4.788003278183171
EncoderBlock,[1.31970977e-03 7.51777391e-03 1.32991460e-08]
EncoderBlock,3.48631806388501
MlpBlock,[ 7.28565384e-02 -1.02154895e-02 -3.54654053e-05]
MlpBlock,8.128832863959506
Linear,[ 1.39288297e-01 -1.29270042e-02 -6.78824929e-05]
Linear,15.009251959821313
