Linear,[ 2.08490136e-01 -1.57202503e-02 -1.01668236e-04]
Linear,[ 1.80032086e-01 -1.81252290e-02 -8.77603535e-05]
Linear,[ 2.12622313e-01 -2.14002965e-02 -1.03679919e-04]
Linear,[ 2.18582645e-01 -1.39002236e-02 -1.06606657e-04]
Linear,[ 1.90631832e-01 -1.84447686e-02 -9.29346403e-05]
Linear,[6.70558045e-05 1.66308723e-02 1.51403448e-07]
